a,b,c,d,e,f,g,h,i,j,k
72,8,54.116,0.659,1.090,154.000,108.000,0.588,200,125,60
73,8,54.116,0.659,1.090,154.000,108.000,0.588,200,125,60
74,8,54.085,0.659,1.090,154.000,108.000,0.588,200,125,60
75,8,54.085,0.659,1.091,154.000,108.000,0.588,200,125,60
76,8,54.085,0.659,1.091,154.000,108.000,0.588,200,125,60
77,8,54.053,0.659,1.091,154.000,108.000,0.588,200,125,60
78,8,54.053,0.659,1.092,154.000,108.000,0.588,200,125,60
79,8,54.053,0.659,1.092,154.000,108.000,0.588,200,125,60
80,8,54.053,0.659,1.092,154.000,108.000,0.588,200,125,60
81,8,54.053,0.659,1.093,154.000,108.000,0.588,200,125,60
82,8,54.050,0.659,1.093,154.000,108.000,0.588,200,125,60
83,8,54.050,0.659,1.093,154.000,108.000,0.588,200,125,60
84,8,54.050,0.659,1.094,154.000,108.000,0.588,200,125,60
85,8,54.050,0.659,1.094,154.000,108.000,0.588,200,125,60
86,8,54.050,0.659,1.094,154.000,108.000,0.588,200,125,60
87,8,54.050,0.659,1.094,154.000,108.000,0.588,200,125,60
88,8,54.050,0.659,1.095,154.000,108.000,0.588,200,125,60
89,8,54.050,0.659,1.095,154.000,108.000,0.588,200,125,60
90,8,54.050,0.659,1.096,154.000,108.000,0.588,200,125,60
91,8,54.050,0.659,1.096,154.000,108.000,0.588,200,125,60
92,8,54.050,0.659,1.096,154.000,108.000,0.588,200,125,60
93,8,54.050,0.659,1.096,154.000,108.000,0.588,200,125,60
94,8,54.046,0.659,1.097,154.000,108.000,0.588,200,125,60
95,8,54.046,0.659,1.097,154.000,108.000,0.588,200,125,60
96,8,54.046,0.659,1.097,154.000,108.000,0.588,200,125,60
97,8,54.031,0.659,1.098,154.000,108.000,0.588,200,125,60
98,8,53.907,0.663,1.098,155.000,107.000,0.592,200,125,60
99,8,53.905,0.663,1.098,155.000,107.000,0.592,200,125,60
100,8,53.905,0.663,1.099,155.000,107.000,0.592,200,125,60
1,4,55.779,0.667,0.003,162.000,100.000,0.618,500,150,100
2,4,55.779,0.667,0.004,162.000,100.000,0.618,500,150,100
3,4,55.779,0.667,0.006,162.000,100.000,0.618,500,150,100
4,4,55.779,0.667,0.192,162.000,100.000,0.618,500,150,100
5,4,55.779,0.667,0.193,162.000,100.000,0.618,500,150,100
6,4,55.779,0.667,0.316,162.000,100.000,0.618,500,150,100
7,4,55.779,0.667,0.453,162.000,100.000,0.618,500,150,100
8,4,55.652,0.667,0.455,161.000,101.000,0.615,500,150,100
9,4,55.553,0.665,0.456,162.000,100.000,0.618,500,150,100
10,4,55.553,0.665,0.572,162.000,100.000,0.618,500,150,100
11,4,55.553,0.665,0.676,162.000,100.000,0.618,500,150,100
12,4,55.553,0.665,1.144,162.000,100.000,0.618,500,150,100
13,4,55.504,0.665,1.144,162.000,100.000,0.618,500,150,100
14,4,55.504,0.665,1.145,162.000,100.000,0.618,500,150,100
15,4,55.504,0.665,1.145,162.000,100.000,0.618,500,150,100
16,4,55.483,0.665,1.146,162.000,100.000,0.618,500,150,100
17,4,55.483,0.665,1.146,162.000,100.000,0.618,500,150,100
18,4,55.483,0.665,1.147,162.000,100.000,0.618,500,150,100
19,4,55.483,0.665,1.147,162.000,100.000,0.618,500,150,100
20,4,55.483,0.665,1.148,162.000,100.000,0.618,500,150,100
21,4,55.480,0.665,1.148,162.000,100.000,0.618,500,150,100
22,4,55.480,0.665,1.149,162.000,100.000,0.618,500,150,100
23,4,55.002,0.665,1.149,162.000,100.000,0.618,500,150,100
24,4,55.002,0.665,1.150,162.000,100.000,0.618,500,150,100
25,4,55.002,0.665,1.150,162.000,100.000,0.618,500,150,100
26,4,55.002,0.665,1.151,162.000,100.000,0.618,500,150,100
27,4,55.002,0.665,1.151,162.000,100.000,0.618,500,150,100
28,4,55.002,0.665,1.309,162.000,100.000,0.618,500,150,100
29,4,55.002,0.665,1.310,162.000,100.000,0.618,500,150,100
30,4,55.002,0.665,1.310,162.000,100.000,0.618,500,150,100
31,4,55.002,0.665,1.311,162.000,100.000,0.618,500,150,100
32,4,55.002,0.665,1.311,162.000,100.000,0.618,500,150,100
33,4,55.002,0.665,1.312,162.000,100.000,0.618,500,150,100
34,4,54.928,0.667,1.312,162.000,100.000,0.618,500,150,100
35,4,54.928,0.667,1.418,162.000,100.000,0.618,500,150,100
36,4,54.928,0.667,1.419,162.000,100.000,0.618,500,150,100
37,4,54.928,0.667,1.419,162.000,100.000,0.618,500,150,100
38,4,54.928,0.667,1.420,162.000,100.000,0.618,500,150,100
39,4,54.898,0.667,1.420,163.000,99.000,0.622,500,150,100
40,4,54.898,0.667,1.421,163.000,99.000,0.622,500,150,100
41,4,54.898,0.667,1.421,163.000,99.000,0.622,500,150,100
42,4,54.898,0.667,1.422,163.000,99.000,0.622,500,150,100
43,4,54.885,0.667,1.422,163.000,99.000,0.622,500,150,100
44,4,54.885,0.667,1.490,163.000,99.000,0.622,500,150,100
45,4,54.885,0.667,1.491,163.000,99.000,0.622,500,150,100
46,4,54.885,0.667,1.491,163.000,99.000,0.622,500,150,100
47,4,54.885,0.667,1.491,163.000,99.000,0.622,500,150,100
48,4,54.885,0.667,1.492,163.000,99.000,0.622,500,150,100
49,4,54.885,0.667,1.506,163.000,99.000,0.622,500,150,100
50,4,54.885,0.667,1.507,163.000,99.000,0.622,500,150,100
51,4,54.790,0.667,1.507,163.000,99.000,0.622,500,150,100
52,4,54.790,0.667,1.507,163.000,99.000,0.622,500,150,100
53,4,54.790,0.667,1.507,163.000,99.000,0.622,500,150,100
54,4,54.785,0.667,1.508,163.000,99.000,0.622,500,150,100
55,4,54.785,0.667,1.508,163.000,99.000,0.622,500,150,100
56,4,54.785,0.667,1.508,163.000,99.000,0.622,500,150,100
57,4,54.785,0.667,1.509,163.000,99.000,0.622,500,150,100
58,4,54.785,0.667,1.509,163.000,99.000,0.622,500,150,100
59,4,54.785,0.667,1.509,163.000,99.000,0.622,500,150,100
60,4,54.785,0.667,1.510,163.000,99.000,0.622,500,150,100
61,4,54.785,0.667,1.510,163.000,99.000,0.622,500,150,100
62,4,54.785,0.667,1.510,163.000,99.000,0.622,500,150,100
63,4,54.785,0.667,1.511,163.000,99.000,0.622,500,150,100
64,4,54.724,0.667,1.511,163.000,99.000,0.622,500,150,100
65,4,54.724,0.667,1.511,163.000,99.000,0.622,500,150,100
66,4,54.724,0.667,1.512,163.000,99.000,0.622,500,150,100
67,4,54.724,0.667,1.512,163.000,99.000,0.622,500,150,100
68,4,54.535,0.667,1.512,163.000,99.000,0.622,500,150,100
69,4,54.535,0.667,1.513,163.000,99.000,0.622,500,150,100
70,4,54.535,0.667,1.513,163.000,99.000,0.622,500,150,100
71,4,54.535,0.667,1.513,163.000,99.000,0.622,500,150,100
72,4,54.535,0.667,1.514,163.000,99.000,0.622,500,150,100
73,4,54.535,0.667,1.514,163.000,99.000,0.622,500,150,100
74,4,54.531,0.667,1.514,163.000,99.000,0.622,500,150,100
75,4,54.531,0.667,1.515,163.000,99.000,0.622,500,150,100
76,4,54.531,0.667,1.515,163.000,99.000,0.622,500,150,100
77,4,54.531,0.667,1.515,163.000,99.000,0.622,500,150,100
78,4,54.531,0.667,1.516,163.000,99.000,0.622,500,150,100
79,4,54.508,0.667,1.516,162.000,100.000,0.618,500,150,100
80,4,54.157,0.667,1.516,162.000,100.000,0.618,500,150,100
81,4,54.157,0.667,1.517,162.000,100.000,0.618,500,150,100
82,4,54.157,0.667,1.517,162.000,100.000,0.618,500,150,100
83,4,54.157,0.667,1.517,162.000,100.000,0.618,500,150,100
84,4,54.157,0.667,1.518,162.000,100.000,0.618,500,150,100
85,4,54.157,0.667,1.518,162.000,100.000,0.618,500,150,100
86,4,54.157,0.667,1.518,162.000,100.000,0.618,500,150,100
87,4,54.157,0.667,1.519,162.000,100.000,0.618,500,150,100
88,4,54.157,0.667,1.519,162.000,100.000,0.618,500,150,100
89,4,54.157,0.667,1.519,162.000,100.000,0.618,500,150,100
90,4,54.157,0.667,1.520,162.000,100.000,0.618,500,150,100
91,4,54.157,0.667,1.520,162.000,100.000,0.618,500,150,100
92,4,54.157,0.667,1.520,162.000,100.000,0.618,500,150,100
93,4,54.157,0.667,1.520,162.000,100.000,0.618,500,150,100
94,4,54.157,0.667,1.521,162.000,100.000,0.618,500,150,100
95,4,54.157,0.667,1.521,162.000,100.000,0.618,500,150,100
96,4,54.157,0.667,1.521,162.000,100.000,0.618,500,150,100
97,4,54.157,0.667,1.522,162.000,100.000,0.618,500,150,100
98,4,54.127,0.667,1.522,162.000,100.000,0.618,500,150,100
99,4,54.127,0.667,1.522,162.000,100.000,0.618,500,150,100
100,4,54.127,0.667,1.523,162.000,100.000,0.618,500,150,100
1,7,72.834,0.355,0.003,105.000,157.000,0.401,100,25,10
2,7,63.119,0.400,0.004,108.000,154.000,0.412,100,25,10
3,7,63.119,0.400,0.039,108.000,154.000,0.412,100,25,10
4,7,63.119,0.400,0.041,108.000,154.000,0.412,100,25,10
5,7,63.119,0.400,0.118,108.000,154.000,0.412,100,25,10
6,7,63.119,0.400,0.226,108.000,154.000,0.412,100,25,10
7,7,63.119,0.400,0.289,108.000,154.000,0.412,100,25,10
8,7,62.407,0.434,0.290,130.000,132.000,0.496,100,25,10
9,7,62.407,0.434,0.337,130.000,132.000,0.496,100,25,10
10,7,62.407,0.434,0.418,130.000,132.000,0.496,100,25,10
11,7,62.407,0.434,0.484,130.000,132.000,0.496,100,25,10
12,7,62.407,0.434,0.485,130.000,132.000,0.496,100,25,10
13,7,62.407,0.434,0.812,130.000,132.000,0.496,100,25,10
14,7,62.407,0.434,0.813,130.000,132.000,0.496,100,25,10
15,7,62.407,0.434,0.813,130.000,132.000,0.496,100,25,10
16,7,62.407,0.434,0.814,130.000,132.000,0.496,100,25,10
17,7,58.061,0.694,0.814,164.000,98.000,0.626,100,25,10
18,7,57.929,0.694,0.815,164.000,98.000,0.626,100,25,10
19,7,57.894,0.696,0.816,163.000,99.000,0.622,100,25,10
20,7,57.894,0.696,0.816,163.000,99.000,0.622,100,25,10
21,7,57.894,0.696,0.817,163.000,99.000,0.622,100,25,10
22,7,57.894,0.696,0.817,163.000,99.000,0.622,100,25,10
23,7,57.894,0.696,0.818,163.000,99.000,0.622,100,25,10
24,7,57.894,0.696,0.818,163.000,99.000,0.622,100,25,10
25,7,57.894,0.696,0.819,163.000,99.000,0.622,100,25,10
26,7,56.415,0.696,0.819,165.000,97.000,0.630,100,25,10
27,7,56.415,0.696,0.820,165.000,97.000,0.630,100,25,10
28,7,56.415,0.696,0.820,165.000,97.000,0.630,100,25,10
29,7,56.415,0.696,0.821,165.000,97.000,0.630,100,25,10
30,7,56.415,0.696,0.821,165.000,97.000,0.630,100,25,10
31,7,56.415,0.696,0.822,165.000,97.000,0.630,100,25,10
32,7,55.370,0.694,0.822,164.000,98.000,0.626,100,25,10
33,7,55.370,0.694,0.823,164.000,98.000,0.626,100,25,10
34,7,55.236,0.696,0.823,164.000,98.000,0.626,100,25,10
35,7,55.236,0.696,0.824,164.000,98.000,0.626,100,25,10
36,7,55.236,0.696,0.824,164.000,98.000,0.626,100,25,10
37,7,55.234,0.698,0.825,164.000,98.000,0.626,100,25,10
38,7,55.234,0.698,0.825,164.000,98.000,0.626,100,25,10
39,7,55.234,0.698,0.825,164.000,98.000,0.626,100,25,10
40,7,55.234,0.698,0.826,164.000,98.000,0.626,100,25,10
41,7,54.927,0.700,0.826,165.000,97.000,0.630,100,25,10
42,7,54.927,0.700,0.827,165.000,97.000,0.630,100,25,10
43,7,54.927,0.700,0.827,165.000,97.000,0.630,100,25,10
44,7,54.927,0.700,0.828,165.000,97.000,0.630,100,25,10
45,7,54.920,0.700,0.828,165.000,97.000,0.630,100,25,10
46,7,54.920,0.700,0.828,165.000,97.000,0.630,100,25,10
47,7,54.920,0.700,0.829,165.000,97.000,0.630,100,25,10
48,7,54.920,0.700,0.829,165.000,97.000,0.630,100,25,10
49,7,54.316,0.704,0.829,164.000,98.000,0.626,100,25,10
50,7,54.316,0.704,0.830,164.000,98.000,0.626,100,25,10
51,7,54.316,0.704,0.830,164.000,98.000,0.626,100,25,10
52,7,54.312,0.704,0.830,164.000,98.000,0.626,100,25,10
53,7,54.082,0.704,0.831,164.000,98.000,0.626,100,25,10
54,7,54.082,0.704,0.927,164.000,98.000,0.626,100,25,10
55,7,54.082,0.704,0.927,164.000,98.000,0.626,100,25,10
56,7,54.082,0.704,0.933,164.000,98.000,0.626,100,25,10
57,7,54.082,0.704,0.933,164.000,98.000,0.626,100,25,10
58,7,54.082,0.704,0.933,164.000,98.000,0.626,100,25,10
59,7,54.082,0.704,0.933,164.000,98.000,0.626,100,25,10
60,7,54.082,0.704,0.934,164.000,98.000,0.626,100,25,10
61,7,54.082,0.704,0.934,164.000,98.000,0.626,100,25,10
62,7,54.082,0.704,1.096,164.000,98.000,0.626,100,25,10
63,7,54.082,0.704,1.097,164.000,98.000,0.626,100,25,10
64,7,53.885,0.704,1.097,160.000,102.000,0.611,100,25,10
65,7,53.885,0.704,1.097,160.000,102.000,0.611,100,25,10
66,7,53.885,0.704,1.097,160.000,102.000,0.611,100,25,10
67,7,53.885,0.704,1.098,160.000,102.000,0.611,100,25,10
68,7,53.885,0.704,1.247,160.000,102.000,0.611,100,25,10
69,7,53.849,0.704,1.247,162.000,100.000,0.618,100,25,10
70,7,53.849,0.704,1.247,162.000,100.000,0.618,100,25,10
71,7,53.198,0.690,1.248,158.000,104.000,0.603,100,25,10
72,7,53.198,0.690,1.384,158.000,104.000,0.603,100,25,10
73,7,53.198,0.690,1.385,158.000,104.000,0.603,100,25,10
74,7,53.198,0.690,1.385,158.000,104.000,0.603,100,25,10
75,7,53.198,0.690,1.385,158.000,104.000,0.603,100,25,10
76,7,53.198,0.690,1.386,158.000,104.000,0.603,100,25,10
77,7,53.198,0.690,1.386,158.000,104.000,0.603,100,25,10
78,7,53.198,0.690,1.386,158.000,104.000,0.603,100,25,10
79,7,53.198,0.690,1.387,158.000,104.000,0.603,100,25,10
80,7,53.198,0.690,1.387,158.000,104.000,0.603,100,25,10
81,7,53.155,0.696,1.387,162.000,100.000,0.618,100,25,10
82,7,53.104,0.698,1.388,163.000,99.000,0.622,100,25,10
83,7,53.104,0.698,1.388,163.000,99.000,0.622,100,25,10
84,7,53.047,0.698,1.389,163.000,99.000,0.622,100,25,10
85,7,53.047,0.698,1.389,163.000,99.000,0.622,100,25,10
86,7,52.975,0.702,1.389,162.000,100.000,0.618,100,25,10
87,7,52.975,0.702,1.390,162.000,100.000,0.618,100,25,10
88,7,52.975,0.702,1.390,162.000,100.000,0.618,100,25,10
89,7,52.975,0.702,1.390,162.000,100.000,0.618,100,25,10
90,7,52.975,0.702,1.391,162.000,100.000,0.618,100,25,10
91,7,52.975,0.702,1.391,162.000,100.000,0.618,100,25,10
92,7,52.975,0.702,1.391,162.000,100.000,0.618,100,25,10
93,7,52.975,0.702,1.392,162.000,100.000,0.618,100,25,10
94,7,52.975,0.702,1.392,162.000,100.000,0.618,100,25,10
95,7,52.975,0.702,1.392,162.000,100.000,0.618,100,25,10
96,7,52.975,0.702,1.393,162.000,100.000,0.618,100,25,10
97,7,52.975,0.702,1.393,162.000,100.000,0.618,100,25,10
98,7,52.975,0.702,1.395,162.000,100.000,0.618,100,25,10
99,7,52.975,0.702,1.396,162.000,100.000,0.618,100,25,10
100,7,52.975,0.702,1.396,162.000,100.000,0.618,100,25,10
1,6,61.856,0.469,0.001,133.000,129.000,0.508,200,125,60
2,6,61.856,0.469,0.002,133.000,129.000,0.508,200,125,60
3,6,61.856,0.469,0.004,133.000,129.000,0.508,200,125,60
4,6,61.856,0.469,0.006,133.000,129.000,0.508,200,125,60
5,6,61.856,0.469,0.082,133.000,129.000,0.508,200,125,60
6,6,61.856,0.469,0.180,133.000,129.000,0.508,200,125,60
7,6,61.856,0.469,0.181,133.000,129.000,0.508,200,125,60
8,6,61.856,0.469,0.416,133.000,129.000,0.508,200,125,60
9,6,61.856,0.469,0.509,133.000,129.000,0.508,200,125,60
10,6,61.855,0.469,0.608,133.000,129.000,0.508,200,125,60
11,6,61.855,0.469,0.680,133.000,129.000,0.508,200,125,60
12,6,61.855,0.469,0.681,133.000,129.000,0.508,200,125,60
13,6,61.855,0.469,0.682,133.000,129.000,0.508,200,125,60
14,6,61.855,0.469,0.682,133.000,129.000,0.508,200,125,60
15,6,61.855,0.469,0.683,133.000,129.000,0.508,200,125,60
16,6,61.855,0.469,0.683,133.000,129.000,0.508,200,125,60
17,6,61.855,0.469,1.112,133.000,129.000,0.508,200,125,60
18,6,61.855,0.469,1.112,133.000,129.000,0.508,200,125,60
19,6,61.855,0.469,1.113,133.000,129.000,0.508,200,125,60
20,6,61.855,0.469,1.113,133.000,129.000,0.508,200,125,60
21,6,61.855,0.469,1.114,133.000,129.000,0.508,200,125,60
22,6,61.855,0.469,1.114,133.000,129.000,0.508,200,125,60
23,6,61.664,0.471,1.115,136.000,126.000,0.519,200,125,60
24,6,61.664,0.471,1.115,136.000,126.000,0.519,200,125,60
25,6,61.664,0.471,1.116,136.000,126.000,0.519,200,125,60
26,6,61.664,0.471,1.321,136.000,126.000,0.519,200,125,60
27,6,61.664,0.471,1.321,136.000,126.000,0.519,200,125,60
28,6,61.516,0.471,1.322,136.000,126.000,0.519,200,125,60
29,6,61.516,0.471,1.322,136.000,126.000,0.519,200,125,60
30,6,61.499,0.471,1.433,136.000,126.000,0.519,200,125,60
31,6,56.816,0.619,1.433,166.000,96.000,0.634,200,125,60
32,6,56.417,0.667,1.434,162.000,100.000,0.618,200,125,60
33,6,56.072,0.667,1.434,162.000,100.000,0.618,200,125,60
34,6,56.072,0.667,1.435,162.000,100.000,0.618,200,125,60
35,6,56.072,0.667,1.435,162.000,100.000,0.618,200,125,60
36,6,56.072,0.667,1.436,162.000,100.000,0.618,200,125,60
37,6,56.072,0.667,1.436,162.000,100.000,0.618,200,125,60
38,6,56.072,0.667,1.437,162.000,100.000,0.618,200,125,60
39,6,54.418,0.667,1.437,162.000,100.000,0.618,200,125,60
40,6,54.418,0.667,1.438,162.000,100.000,0.618,200,125,60
41,6,54.418,0.667,1.438,162.000,100.000,0.618,200,125,60
42,6,54.418,0.667,1.439,162.000,100.000,0.618,200,125,60
43,6,54.418,0.667,1.439,162.000,100.000,0.618,200,125,60
44,6,54.418,0.667,1.440,162.000,100.000,0.618,200,125,60
45,6,54.418,0.667,1.440,162.000,100.000,0.618,200,125,60
46,6,54.057,0.667,1.441,162.000,100.000,0.618,200,125,60
47,6,54.057,0.667,1.441,162.000,100.000,0.618,200,125,60
48,6,54.057,0.667,1.441,162.000,100.000,0.618,200,125,60
49,6,54.057,0.667,1.442,162.000,100.000,0.618,200,125,60
50,6,54.057,0.667,1.442,162.000,100.000,0.618,200,125,60
51,6,54.057,0.667,1.442,162.000,100.000,0.618,200,125,60
52,6,54.057,0.667,1.443,162.000,100.000,0.618,200,125,60
53,6,54.002,0.667,1.443,162.000,100.000,0.618,200,125,60
54,6,54.002,0.667,1.444,162.000,100.000,0.618,200,125,60
55,6,54.002,0.667,1.444,162.000,100.000,0.618,200,125,60
56,6,54.002,0.667,1.679,162.000,100.000,0.618,200,125,60
57,6,54.002,0.667,1.679,162.000,100.000,0.618,200,125,60
58,6,54.002,0.667,1.680,162.000,100.000,0.618,200,125,60
59,6,54.002,0.667,1.680,162.000,100.000,0.618,200,125,60
60,6,54.002,0.667,1.680,162.000,100.000,0.618,200,125,60
61,6,54.002,0.667,1.680,162.000,100.000,0.618,200,125,60
62,6,53.968,0.667,1.681,162.000,100.000,0.618,200,125,60
63,6,53.968,0.667,1.681,162.000,100.000,0.618,200,125,60
64,6,53.968,0.667,1.683,162.000,100.000,0.618,200,125,60
65,6,53.968,0.667,1.683,162.000,100.000,0.618,200,125,60
66,6,53.968,0.667,1.683,162.000,100.000,0.618,200,125,60
67,6,53.968,0.667,1.684,162.000,100.000,0.618,200,125,60
68,6,53.968,0.667,1.684,162.000,100.000,0.618,200,125,60
69,6,53.968,0.667,1.684,162.000,100.000,0.618,200,125,60
70,6,53.968,0.667,1.685,162.000,100.000,0.618,200,125,60
71,6,53.968,0.667,1.685,162.000,100.000,0.618,200,125,60
72,6,53.968,0.667,1.685,162.000,100.000,0.618,200,125,60
73,6,53.968,0.667,1.686,162.000,100.000,0.618,200,125,60
74,6,53.968,0.667,1.686,162.000,100.000,0.618,200,125,60
75,6,53.968,0.667,1.686,162.000,100.000,0.618,200,125,60
76,6,53.968,0.667,1.687,162.000,100.000,0.618,200,125,60
77,6,53.968,0.667,1.687,162.000,100.000,0.618,200,125,60
78,6,53.968,0.667,1.687,162.000,100.000,0.618,200,125,60
79,6,53.968,0.667,1.688,162.000,100.000,0.618,200,125,60
80,6,53.942,0.667,1.688,162.000,100.000,0.618,200,125,60
81,6,53.942,0.667,1.688,162.000,100.000,0.618,200,125,60
82,6,53.942,0.667,1.689,162.000,100.000,0.618,200,125,60
83,6,53.861,0.667,1.689,162.000,100.000,0.618,200,125,60
84,6,53.861,0.667,1.689,162.000,100.000,0.618,200,125,60
85,6,53.786,0.667,1.690,162.000,100.000,0.618,200,125,60
86,6,53.786,0.667,1.690,162.000,100.000,0.618,200,125,60
87,6,53.786,0.667,1.690,162.000,100.000,0.618,200,125,60
88,6,53.786,0.667,1.691,162.000,100.000,0.618,200,125,60
89,6,53.786,0.667,1.691,162.000,100.000,0.618,200,125,60
90,6,53.612,0.667,1.691,162.000,100.000,0.618,200,125,60
91,6,53.612,0.667,1.692,162.000,100.000,0.618,200,125,60
92,6,53.612,0.667,1.692,162.000,100.000,0.618,200,125,60
93,6,53.612,0.667,1.692,162.000,100.000,0.618,200,125,60
94,6,53.612,0.667,1.693,162.000,100.000,0.618,200,125,60
95,6,53.606,0.667,1.693,162.000,100.000,0.618,200,125,60
96,6,53.515,0.667,1.693,162.000,100.000,0.618,200,125,60
97,6,53.515,0.667,1.694,162.000,100.000,0.618,200,125,60
98,6,53.515,0.667,1.694,162.000,100.000,0.618,200,125,60
99,6,53.515,0.667,1.694,162.000,100.000,0.618,200,125,60
100,6,53.515,0.667,1.695,162.000,100.000,0.618,200,125,60
1,8,59.649,0.663,0.003,163.000,99.000,0.622,100,50,20
2,8,59.649,0.663,0.163,163.000,99.000,0.622,100,50,20
3,8,59.649,0.663,0.165,163.000,99.000,0.622,100,50,20
4,8,59.649,0.663,0.170,163.000,99.000,0.622,100,50,20
5,8,59.649,0.663,0.339,163.000,99.000,0.622,100,50,20
6,8,59.649,0.663,0.340,163.000,99.000,0.622,100,50,20
7,8,59.649,0.663,0.483,163.000,99.000,0.622,100,50,20
8,8,59.649,0.663,0.613,163.000,99.000,0.622,100,50,20
9,8,59.649,0.663,0.725,163.000,99.000,0.622,100,50,20
10,8,59.649,0.663,0.842,163.000,99.000,0.622,100,50,20
11,8,59.621,0.657,0.843,161.000,101.000,0.615,100,50,20
12,8,59.621,0.657,0.843,161.000,101.000,0.615,100,50,20
13,8,59.515,0.663,0.844,163.000,99.000,0.622,100,50,20
14,8,59.515,0.663,0.844,163.000,99.000,0.622,100,50,20
15,8,59.433,0.663,0.845,163.000,99.000,0.622,100,50,20
16,8,59.433,0.663,0.895,163.000,99.000,0.622,100,50,20
17,8,59.433,0.663,0.895,163.000,99.000,0.622,100,50,20
18,8,59.433,0.663,0.896,163.000,99.000,0.622,100,50,20
19,8,59.433,0.663,0.896,163.000,99.000,0.622,100,50,20
20,8,59.433,0.663,1.099,163.000,99.000,0.622,100,50,20
21,8,59.433,0.663,1.100,163.000,99.000,0.622,100,50,20
22,8,59.433,0.663,1.100,163.000,99.000,0.622,100,50,20
23,8,59.433,0.663,1.101,163.000,99.000,0.622,100,50,20
24,8,59.433,0.663,1.102,163.000,99.000,0.622,100,50,20
25,8,59.433,0.663,1.102,163.000,99.000,0.622,100,50,20
26,8,59.203,0.663,1.103,163.000,99.000,0.622,100,50,20
27,8,59.203,0.663,1.103,163.000,99.000,0.622,100,50,20
28,8,59.191,0.665,1.104,163.000,99.000,0.622,100,50,20
29,8,59.191,0.665,1.104,163.000,99.000,0.622,100,50,20
30,8,59.191,0.665,1.270,163.000,99.000,0.622,100,50,20
31,8,59.085,0.667,1.271,162.000,100.000,0.618,100,50,20
32,8,59.085,0.667,1.271,162.000,100.000,0.618,100,50,20
33,8,59.085,0.667,1.272,162.000,100.000,0.618,100,50,20
34,8,59.085,0.667,1.272,162.000,100.000,0.618,100,50,20
35,8,59.085,0.667,1.273,162.000,100.000,0.618,100,50,20
36,8,59.085,0.667,1.273,162.000,100.000,0.618,100,50,20
37,8,58.945,0.667,1.274,162.000,100.000,0.618,100,50,20
38,8,58.944,0.667,1.275,162.000,100.000,0.618,100,50,20
39,8,58.459,0.667,1.275,162.000,100.000,0.618,100,50,20
40,8,58.459,0.667,1.276,162.000,100.000,0.618,100,50,20
41,8,58.458,0.667,1.276,162.000,100.000,0.618,100,50,20
42,8,58.458,0.667,1.276,162.000,100.000,0.618,100,50,20
43,8,58.458,0.667,1.277,162.000,100.000,0.618,100,50,20
44,8,58.458,0.667,1.277,162.000,100.000,0.618,100,50,20
45,8,58.450,0.667,1.277,162.000,100.000,0.618,100,50,20
46,8,58.450,0.667,1.278,162.000,100.000,0.618,100,50,20
47,8,58.450,0.667,1.278,162.000,100.000,0.618,100,50,20
48,8,56.349,0.667,1.278,162.000,100.000,0.618,100,50,20
49,8,56.349,0.667,1.279,162.000,100.000,0.618,100,50,20
50,8,56.255,0.667,1.279,162.000,100.000,0.618,100,50,20
51,8,56.255,0.667,1.279,162.000,100.000,0.618,100,50,20
52,8,56.255,0.667,1.280,162.000,100.000,0.618,100,50,20
53,8,56.255,0.667,1.280,162.000,100.000,0.618,100,50,20
54,8,56.254,0.667,1.280,162.000,100.000,0.618,100,50,20
55,8,56.254,0.667,1.281,162.000,100.000,0.618,100,50,20
56,8,56.254,0.667,1.281,162.000,100.000,0.618,100,50,20
57,8,56.253,0.667,1.281,162.000,100.000,0.618,100,50,20
58,8,56.231,0.667,1.282,162.000,100.000,0.618,100,50,20
59,8,56.128,0.667,1.282,162.000,100.000,0.618,100,50,20
