a,b,c,d,e,f,g,h,i,j,k
92,10,55.529,0.667,2.067,162.000,100.000,0.618,100,50,20
93,10,55.529,0.667,2.068,162.000,100.000,0.618,100,50,20
94,10,55.529,0.667,2.068,162.000,100.000,0.618,100,50,20
95,10,55.529,0.667,2.068,162.000,100.000,0.618,100,50,20
96,10,55.529,0.667,2.069,162.000,100.000,0.618,100,50,20
97,10,55.529,0.667,2.069,162.000,100.000,0.618,100,50,20
98,10,55.529,0.667,2.069,162.000,100.000,0.618,100,50,20
99,10,55.529,0.667,2.070,162.000,100.000,0.618,100,50,20
100,10,55.529,0.667,2.070,162.000,100.000,0.618,100,50,20
1,10,67.268,0.335,0.193,99.000,163.000,0.378,500,150,100
2,10,67.268,0.335,0.366,99.000,163.000,0.378,500,150,100
3,10,65.537,0.507,0.368,141.000,121.000,0.538,500,150,100
4,10,65.284,0.507,0.373,141.000,121.000,0.538,500,150,100
5,10,64.559,0.586,0.375,142.000,120.000,0.542,500,150,100
6,10,64.559,0.586,0.477,142.000,120.000,0.542,500,150,100
7,10,64.559,0.586,0.624,142.000,120.000,0.542,500,150,100
8,10,64.559,0.586,0.816,142.000,120.000,0.542,500,150,100
9,10,64.559,0.586,0.857,142.000,120.000,0.542,500,150,100
10,10,64.343,0.609,1.373,146.000,116.000,0.557,500,150,100
11,10,64.071,0.633,1.374,146.000,116.000,0.557,500,150,100
12,10,64.071,0.633,1.374,146.000,116.000,0.557,500,150,100
13,10,64.071,0.633,1.375,146.000,116.000,0.557,500,150,100
14,10,63.870,0.643,1.448,154.000,108.000,0.588,500,150,100
15,10,63.870,0.643,1.448,154.000,108.000,0.588,500,150,100
16,10,63.870,0.643,1.449,154.000,108.000,0.588,500,150,100
17,10,63.870,0.643,1.449,154.000,108.000,0.588,500,150,100
18,10,63.870,0.643,1.450,154.000,108.000,0.588,500,150,100
19,10,63.870,0.643,1.450,154.000,108.000,0.588,500,150,100
20,10,63.870,0.643,1.451,154.000,108.000,0.588,500,150,100
21,10,63.870,0.643,1.451,154.000,108.000,0.588,500,150,100
22,10,63.870,0.643,1.452,154.000,108.000,0.588,500,150,100
23,10,63.870,0.643,1.452,154.000,108.000,0.588,500,150,100
24,10,63.870,0.643,1.453,154.000,108.000,0.588,500,150,100
25,10,59.997,0.651,1.453,159.000,103.000,0.607,500,150,100
26,10,59.997,0.651,1.455,159.000,103.000,0.607,500,150,100
27,10,59.997,0.651,1.666,159.000,103.000,0.607,500,150,100
28,10,58.925,0.653,1.667,159.000,103.000,0.607,500,150,100
29,10,58.773,0.653,1.667,159.000,103.000,0.607,500,150,100
30,10,58.773,0.653,1.668,159.000,103.000,0.607,500,150,100
31,10,58.773,0.653,1.668,159.000,103.000,0.607,500,150,100
32,10,58.773,0.653,1.669,159.000,103.000,0.607,500,150,100
33,10,58.773,0.653,1.669,159.000,103.000,0.607,500,150,100
34,10,58.773,0.653,1.670,159.000,103.000,0.607,500,150,100
35,10,58.765,0.653,1.670,159.000,103.000,0.607,500,150,100
36,10,58.765,0.653,1.670,159.000,103.000,0.607,500,150,100
37,10,58.765,0.653,1.671,159.000,103.000,0.607,500,150,100
38,10,58.765,0.653,1.671,159.000,103.000,0.607,500,150,100
39,10,58.765,0.653,1.672,159.000,103.000,0.607,500,150,100
40,10,58.765,0.653,1.673,159.000,103.000,0.607,500,150,100
41,10,58.765,0.653,1.673,159.000,103.000,0.607,500,150,100
42,10,58.765,0.653,1.674,159.000,103.000,0.607,500,150,100
43,10,58.662,0.655,1.674,159.000,103.000,0.607,500,150,100
44,10,58.662,0.655,1.675,159.000,103.000,0.607,500,150,100
45,10,58.662,0.655,1.675,159.000,103.000,0.607,500,150,100
46,10,58.662,0.655,1.675,159.000,103.000,0.607,500,150,100
47,10,58.660,0.655,1.675,159.000,103.000,0.607,500,150,100
48,10,58.660,0.655,1.676,159.000,103.000,0.607,500,150,100
49,10,58.660,0.655,1.676,159.000,103.000,0.607,500,150,100
50,10,58.660,0.655,1.676,159.000,103.000,0.607,500,150,100
51,10,58.660,0.655,1.677,159.000,103.000,0.607,500,150,100
52,10,58.660,0.655,1.677,159.000,103.000,0.607,500,150,100
53,10,55.332,0.655,1.678,162.000,100.000,0.618,500,150,100
54,10,55.332,0.655,1.678,162.000,100.000,0.618,500,150,100
55,10,55.332,0.655,1.678,162.000,100.000,0.618,500,150,100
56,10,55.222,0.657,1.679,162.000,100.000,0.618,500,150,100
57,10,55.222,0.657,1.679,162.000,100.000,0.618,500,150,100
58,10,55.222,0.657,1.679,162.000,100.000,0.618,500,150,100
59,10,55.222,0.657,1.679,162.000,100.000,0.618,500,150,100
60,10,55.222,0.657,1.680,162.000,100.000,0.618,500,150,100
61,10,54.729,0.653,1.680,162.000,100.000,0.618,500,150,100
62,10,54.729,0.653,1.818,162.000,100.000,0.618,500,150,100
63,10,54.729,0.653,1.819,162.000,100.000,0.618,500,150,100
64,10,54.727,0.653,1.819,162.000,100.000,0.618,500,150,100
65,10,54.173,0.679,1.821,159.000,103.000,0.607,500,150,100
66,10,54.173,0.679,1.821,159.000,103.000,0.607,500,150,100
67,10,53.476,0.679,1.821,159.000,103.000,0.607,500,150,100
68,10,53.476,0.679,1.822,159.000,103.000,0.607,500,150,100
69,10,53.476,0.679,1.822,159.000,103.000,0.607,500,150,100
70,10,53.476,0.679,1.823,159.000,103.000,0.607,500,150,100
71,10,53.476,0.679,1.823,159.000,103.000,0.607,500,150,100
72,10,53.476,0.679,1.823,159.000,103.000,0.607,500,150,100
73,10,53.476,0.679,1.824,159.000,103.000,0.607,500,150,100
74,10,53.408,0.679,1.824,159.000,103.000,0.607,500,150,100
75,10,53.408,0.679,1.824,159.000,103.000,0.607,500,150,100
76,10,53.408,0.679,1.825,159.000,103.000,0.607,500,150,100
77,10,53.408,0.679,1.825,159.000,103.000,0.607,500,150,100
78,10,53.408,0.679,1.825,159.000,103.000,0.607,500,150,100
79,10,53.408,0.679,1.826,159.000,103.000,0.607,500,150,100
80,10,53.408,0.679,1.826,159.000,103.000,0.607,500,150,100
81,10,53.408,0.679,1.826,159.000,103.000,0.607,500,150,100
82,10,53.408,0.679,1.827,159.000,103.000,0.607,500,150,100
83,10,53.408,0.679,1.827,159.000,103.000,0.607,500,150,100
84,10,53.408,0.679,1.827,159.000,103.000,0.607,500,150,100
85,10,53.408,0.679,1.828,159.000,103.000,0.607,500,150,100
86,10,53.408,0.679,1.828,159.000,103.000,0.607,500,150,100
87,10,53.408,0.679,1.828,159.000,103.000,0.607,500,150,100
88,10,53.408,0.679,1.829,159.000,103.000,0.607,500,150,100
89,10,53.399,0.679,1.829,159.000,103.000,0.607,500,150,100
90,10,53.399,0.679,1.829,159.000,103.000,0.607,500,150,100
91,10,53.399,0.679,1.830,159.000,103.000,0.607,500,150,100
92,10,53.399,0.679,1.830,159.000,103.000,0.607,500,150,100
93,10,53.399,0.679,1.830,159.000,103.000,0.607,500,150,100
94,10,53.399,0.679,1.831,159.000,103.000,0.607,500,150,100
95,10,53.399,0.679,1.831,159.000,103.000,0.607,500,150,100
96,10,53.399,0.679,1.834,159.000,103.000,0.607,500,150,100
97,10,53.399,0.679,1.835,159.000,103.000,0.607,500,150,100
98,10,53.399,0.679,1.835,159.000,103.000,0.607,500,150,100
99,10,53.399,0.679,1.835,159.000,103.000,0.607,500,150,100
100,10,53.399,0.679,1.836,159.000,103.000,0.607,500,150,100
1,2,70.547,0.475,0.003,125.000,137.000,0.477,200,125,60
2,2,70.547,0.475,0.004,125.000,137.000,0.477,200,125,60
3,2,70.547,0.475,0.007,125.000,137.000,0.477,200,125,60
4,2,70.547,0.475,0.114,125.000,137.000,0.477,200,125,60
5,2,70.312,0.473,0.263,125.000,137.000,0.477,200,125,60
6,2,70.312,0.473,0.329,125.000,137.000,0.477,200,125,60
7,2,70.310,0.473,0.330,125.000,137.000,0.477,200,125,60
8,2,70.310,0.473,0.388,125.000,137.000,0.477,200,125,60
9,2,70.310,0.473,0.488,125.000,137.000,0.477,200,125,60
10,2,70.231,0.473,0.929,125.000,137.000,0.477,200,125,60
11,2,70.231,0.473,0.930,125.000,137.000,0.477,200,125,60
12,2,70.231,0.473,0.931,125.000,137.000,0.477,200,125,60
13,2,70.231,0.473,0.931,125.000,137.000,0.477,200,125,60
14,2,70.231,0.473,0.932,125.000,137.000,0.477,200,125,60
15,2,69.605,0.475,0.932,125.000,137.000,0.477,200,125,60
16,2,69.605,0.475,0.933,125.000,137.000,0.477,200,125,60
17,2,69.605,0.475,0.933,125.000,137.000,0.477,200,125,60
18,2,69.605,0.475,0.934,125.000,137.000,0.477,200,125,60
19,2,69.605,0.475,0.934,125.000,137.000,0.477,200,125,60
20,2,67.062,0.396,1.039,107.000,155.000,0.408,200,125,60
21,2,67.055,0.396,1.202,107.000,155.000,0.408,200,125,60
22,2,60.602,0.667,1.203,162.000,100.000,0.618,200,125,60
23,2,58.883,0.667,1.203,162.000,100.000,0.618,200,125,60
24,2,58.250,0.667,1.204,162.000,100.000,0.618,200,125,60
25,2,58.250,0.667,1.204,162.000,100.000,0.618,200,125,60
26,2,58.250,0.667,1.205,162.000,100.000,0.618,200,125,60
27,2,58.045,0.671,1.207,161.000,101.000,0.615,200,125,60
28,2,58.045,0.671,1.207,161.000,101.000,0.615,200,125,60
29,2,58.045,0.671,1.208,161.000,101.000,0.615,200,125,60
30,2,58.045,0.671,1.208,161.000,101.000,0.615,200,125,60
31,2,58.045,0.671,1.209,161.000,101.000,0.615,200,125,60
32,2,58.045,0.671,1.209,161.000,101.000,0.615,200,125,60
33,2,58.045,0.671,1.211,161.000,101.000,0.615,200,125,60
34,2,58.045,0.671,1.277,161.000,101.000,0.615,200,125,60
35,2,58.045,0.671,1.277,161.000,101.000,0.615,200,125,60
36,2,58.038,0.671,1.278,161.000,101.000,0.615,200,125,60
37,2,58.038,0.671,1.278,161.000,101.000,0.615,200,125,60
38,2,58.038,0.671,1.442,161.000,101.000,0.615,200,125,60
39,2,58.038,0.671,1.442,161.000,101.000,0.615,200,125,60
40,2,58.038,0.671,1.442,161.000,101.000,0.615,200,125,60
41,2,58.038,0.671,1.443,161.000,101.000,0.615,200,125,60
42,2,58.038,0.671,1.443,161.000,101.000,0.615,200,125,60
43,2,58.038,0.671,1.487,161.000,101.000,0.615,200,125,60
44,2,58.038,0.671,1.487,161.000,101.000,0.615,200,125,60
45,2,58.038,0.671,1.488,161.000,101.000,0.615,200,125,60
46,2,56.068,0.671,1.488,161.000,101.000,0.615,200,125,60
47,2,56.068,0.671,1.488,161.000,101.000,0.615,200,125,60
48,2,55.872,0.671,1.489,161.000,101.000,0.615,200,125,60
49,2,55.872,0.671,1.489,161.000,101.000,0.615,200,125,60
50,2,55.872,0.671,1.489,161.000,101.000,0.615,200,125,60
51,2,55.807,0.671,1.489,161.000,101.000,0.615,200,125,60
52,2,55.807,0.671,1.490,161.000,101.000,0.615,200,125,60
53,2,55.685,0.673,1.490,159.000,103.000,0.607,200,125,60
54,2,55.685,0.673,1.538,159.000,103.000,0.607,200,125,60
55,2,55.685,0.673,1.538,159.000,103.000,0.607,200,125,60
56,2,55.685,0.673,1.541,159.000,103.000,0.607,200,125,60
57,2,55.349,0.673,1.541,159.000,103.000,0.607,200,125,60
58,2,55.313,0.673,1.542,159.000,103.000,0.607,200,125,60
59,2,55.313,0.673,1.542,159.000,103.000,0.607,200,125,60
60,2,55.313,0.673,1.542,159.000,103.000,0.607,200,125,60
61,2,55.313,0.673,1.543,159.000,103.000,0.607,200,125,60
62,2,55.313,0.673,1.543,159.000,103.000,0.607,200,125,60
63,2,55.313,0.673,1.543,159.000,103.000,0.607,200,125,60
64,2,55.313,0.673,1.544,159.000,103.000,0.607,200,125,60
65,2,55.313,0.673,1.544,159.000,103.000,0.607,200,125,60
66,2,55.313,0.673,1.544,159.000,103.000,0.607,200,125,60
67,2,55.297,0.673,1.545,159.000,103.000,0.607,200,125,60
68,2,55.297,0.673,1.545,159.000,103.000,0.607,200,125,60
69,2,55.297,0.673,1.545,159.000,103.000,0.607,200,125,60
70,2,55.297,0.673,1.546,159.000,103.000,0.607,200,125,60
71,2,55.139,0.673,1.546,159.000,103.000,0.607,200,125,60
72,2,55.139,0.673,1.546,159.000,103.000,0.607,200,125,60
73,2,55.139,0.673,1.547,159.000,103.000,0.607,200,125,60
74,2,55.139,0.673,1.547,159.000,103.000,0.607,200,125,60
75,2,55.139,0.673,1.547,159.000,103.000,0.607,200,125,60
76,2,55.139,0.673,1.547,159.000,103.000,0.607,200,125,60
77,2,55.139,0.673,1.548,159.000,103.000,0.607,200,125,60
78,2,55.139,0.673,1.548,159.000,103.000,0.607,200,125,60
79,2,55.139,0.673,1.549,159.000,103.000,0.607,200,125,60
80,2,55.139,0.673,1.669,159.000,103.000,0.607,200,125,60
81,2,55.139,0.673,1.670,159.000,103.000,0.607,200,125,60
82,2,55.138,0.673,1.670,159.000,103.000,0.607,200,125,60
83,2,55.136,0.673,1.670,159.000,103.000,0.607,200,125,60
84,2,55.136,0.673,1.671,159.000,103.000,0.607,200,125,60
85,2,55.136,0.673,1.671,159.000,103.000,0.607,200,125,60
86,2,55.136,0.673,1.671,159.000,103.000,0.607,200,125,60
87,2,55.136,0.673,1.672,159.000,103.000,0.607,200,125,60
88,2,55.136,0.673,1.672,159.000,103.000,0.607,200,125,60
89,2,55.136,0.673,1.672,159.000,103.000,0.607,200,125,60
90,2,55.136,0.673,1.673,159.000,103.000,0.607,200,125,60
91,2,55.136,0.673,1.673,159.000,103.000,0.607,200,125,60
92,2,55.136,0.673,1.673,159.000,103.000,0.607,200,125,60
93,2,55.136,0.673,1.674,159.000,103.000,0.607,200,125,60
94,2,55.136,0.673,1.674,159.000,103.000,0.607,200,125,60
95,2,55.136,0.673,1.674,159.000,103.000,0.607,200,125,60
96,2,55.136,0.673,1.675,159.000,103.000,0.607,200,125,60
97,2,55.136,0.673,1.675,159.000,103.000,0.607,200,125,60
98,2,55.136,0.673,1.675,159.000,103.000,0.607,200,125,60
99,2,55.117,0.673,1.676,159.000,103.000,0.607,200,125,60
100,2,55.117,0.673,1.676,159.000,103.000,0.607,200,125,60
1,1,65.542,0.349,0.001,104.000,158.000,0.397,100,25,10
2,1,65.542,0.349,0.002,104.000,158.000,0.397,100,25,10
3,1,65.542,0.349,0.272,104.000,158.000,0.397,100,25,10
4,1,65.542,0.349,0.478,104.000,158.000,0.397,100,25,10
5,1,59.657,0.651,0.544,159.000,103.000,0.607,100,25,10
6,1,59.657,0.651,0.681,159.000,103.000,0.607,100,25,10
7,1,59.657,0.651,0.738,159.000,103.000,0.607,100,25,10
8,1,59.273,0.651,0.739,159.000,103.000,0.607,100,25,10
9,1,59.273,0.651,1.009,159.000,103.000,0.607,100,25,10
10,1,59.271,0.651,1.009,159.000,103.000,0.607,100,25,10
11,1,59.271,0.651,1.010,159.000,103.000,0.607,100,25,10
12,1,59.189,0.653,1.011,159.000,103.000,0.607,100,25,10
13,1,59.189,0.653,1.011,159.000,103.000,0.607,100,25,10
14,1,59.189,0.653,1.012,159.000,103.000,0.607,100,25,10
15,1,59.157,0.653,1.012,159.000,103.000,0.607,100,25,10
16,1,59.157,0.653,1.013,159.000,103.000,0.607,100,25,10
17,1,59.157,0.653,1.013,159.000,103.000,0.607,100,25,10
18,1,59.157,0.653,1.015,159.000,103.000,0.607,100,25,10
19,1,59.157,0.653,1.015,159.000,103.000,0.607,100,25,10
20,1,59.151,0.653,1.016,159.000,103.000,0.607,100,25,10
21,1,55.997,0.667,1.016,162.000,100.000,0.618,100,25,10
22,1,55.997,0.667,1.017,162.000,100.000,0.618,100,25,10
23,1,55.997,0.667,1.017,162.000,100.000,0.618,100,25,10
24,1,55.997,0.667,1.018,162.000,100.000,0.618,100,25,10
25,1,55.997,0.667,1.019,162.000,100.000,0.618,100,25,10
26,1,55.997,0.667,1.019,162.000,100.000,0.618,100,25,10
27,1,55.987,0.667,1.020,162.000,100.000,0.618,100,25,10
28,1,55.987,0.667,1.020,162.000,100.000,0.618,100,25,10
29,1,55.987,0.667,1.021,162.000,100.000,0.618,100,25,10
30,1,55.987,0.667,1.021,162.000,100.000,0.618,100,25,10
31,1,55.987,0.667,1.022,162.000,100.000,0.618,100,25,10
32,1,55.987,0.667,1.022,162.000,100.000,0.618,100,25,10
33,1,55.881,0.677,1.023,160.000,102.000,0.611,100,25,10
34,1,55.881,0.677,1.023,160.000,102.000,0.611,100,25,10
35,1,55.881,0.677,1.024,160.000,102.000,0.611,100,25,10
36,1,55.881,0.677,1.024,160.000,102.000,0.611,100,25,10
37,1,55.881,0.677,1.025,160.000,102.000,0.611,100,25,10
38,1,55.881,0.677,1.025,160.000,102.000,0.611,100,25,10
39,1,55.881,0.677,1.025,160.000,102.000,0.611,100,25,10
40,1,55.881,0.677,1.026,160.000,102.000,0.611,100,25,10
41,1,55.881,0.677,1.026,160.000,102.000,0.611,100,25,10
42,1,55.879,0.677,1.027,160.000,102.000,0.611,100,25,10
43,1,55.879,0.677,1.027,160.000,102.000,0.611,100,25,10
44,1,55.879,0.677,1.027,160.000,102.000,0.611,100,25,10
45,1,55.879,0.677,1.028,160.000,102.000,0.611,100,25,10
46,1,55.879,0.677,1.028,160.000,102.000,0.611,100,25,10
47,1,55.879,0.677,1.028,160.000,102.000,0.611,100,25,10
48,1,55.494,0.677,1.029,160.000,102.000,0.611,100,25,10
49,1,55.494,0.677,1.029,160.000,102.000,0.611,100,25,10
50,1,55.481,0.677,1.029,160.000,102.000,0.611,100,25,10
51,1,55.473,0.677,1.030,160.000,102.000,0.611,100,25,10
52,1,55.473,0.677,1.030,160.000,102.000,0.611,100,25,10
53,1,55.473,0.677,1.030,160.000,102.000,0.611,100,25,10
54,1,55.473,0.677,1.205,160.000,102.000,0.611,100,25,10
55,1,55.473,0.677,1.205,160.000,102.000,0.611,100,25,10
56,1,55.473,0.677,1.206,160.000,102.000,0.611,100,25,10
57,1,55.473,0.677,1.206,160.000,102.000,0.611,100,25,10
58,1,55.459,0.677,1.206,160.000,102.000,0.611,100,25,10
59,1,55.459,0.677,1.207,160.000,102.000,0.611,100,25,10
60,1,55.459,0.677,1.207,160.000,102.000,0.611,100,25,10
61,1,55.459,0.677,1.207,160.000,102.000,0.611,100,25,10
62,1,55.459,0.677,1.208,160.000,102.000,0.611,100,25,10
63,1,55.303,0.677,1.208,160.000,102.000,0.611,100,25,10
64,1,55.303,0.677,1.208,160.000,102.000,0.611,100,25,10
65,1,55.303,0.677,1.209,160.000,102.000,0.611,100,25,10
66,1,55.303,0.677,1.209,160.000,102.000,0.611,100,25,10
67,1,55.271,0.677,1.209,160.000,102.000,0.611,100,25,10
68,1,55.271,0.677,1.210,160.000,102.000,0.611,100,25,10
69,1,55.271,0.677,1.210,160.000,102.000,0.611,100,25,10
70,1,55.271,0.677,1.210,160.000,102.000,0.611,100,25,10
71,1,55.271,0.677,1.211,160.000,102.000,0.611,100,25,10
72,1,55.257,0.677,1.211,160.000,102.000,0.611,100,25,10
73,1,54.939,0.677,1.211,160.000,102.000,0.611,100,25,10
74,1,54.939,0.677,1.212,160.000,102.000,0.611,100,25,10
75,1,54.939,0.677,1.212,160.000,102.000,0.611,100,25,10
76,1,54.939,0.677,1.212,160.000,102.000,0.611,100,25,10
77,1,53.398,0.675,1.213,160.000,102.000,0.611,100,25,10
78,1,53.398,0.675,1.213,160.000,102.000,0.611,100,25,10
79,1,53.398,0.675,1.213,160.000,102.000,0.611,100,25,10
80,1,53.099,0.675,1.214,160.000,102.000,0.611,100,25,10
81,1,53.099,0.675,1.214,160.000,102.000,0.611,100,25,10
82,1,53.099,0.675,1.214,160.000,102.000,0.611,100,25,10
83,1,53.099,0.675,1.215,160.000,102.000,0.611,100,25,10
84,1,53.099,0.675,1.215,160.000,102.000,0.611,100,25,10
85,1,53.099,0.675,1.215,160.000,102.000,0.611,100,25,10
86,1,52.797,0.675,1.216,160.000,102.000,0.611,100,25,10
87,1,52.460,0.677,1.216,160.000,102.000,0.611,100,25,10
88,1,52.460,0.677,1.216,160.000,102.000,0.611,100,25,10
89,1,52.460,0.677,1.217,160.000,102.000,0.611,100,25,10
90,1,52.460,0.677,1.217,160.000,102.000,0.611,100,25,10
91,1,52.460,0.677,1.217,160.000,102.000,0.611,100,25,10
92,1,52.454,0.677,1.218,160.000,102.000,0.611,100,25,10
93,1,52.454,0.677,1.219,160.000,102.000,0.611,100,25,10
94,1,52.454,0.677,1.219,160.000,102.000,0.611,100,25,10
95,1,52.454,0.677,1.219,160.000,102.000,0.611,100,25,10
96,1,52.454,0.677,1.220,160.000,102.000,0.611,100,25,10
97,1,52.454,0.677,1.220,160.000,102.000,0.611,100,25,10
98,1,52.454,0.677,1.220,160.000,102.000,0.611,100,25,10
99,1,52.317,0.677,1.221,160.000,102.000,0.611,100,25,10
100,1,52.317,0.677,1.222,160.000,102.000,0.611,100,25,10
1,8,74.816,0.456,0.001,123.000,139.000,0.469,500,150,100
2,8,74.816,0.456,0.019,123.000,139.000,0.469,500,150,100
3,8,74.816,0.456,0.021,123.000,139.000,0.469,500,150,100
4,8,74.816,0.456,0.099,123.000,139.000,0.469,500,150,100
5,8,74.816,0.456,0.217,123.000,139.000,0.469,500,150,100
6,8,74.816,0.456,0.277,123.000,139.000,0.469,500,150,100
7,8,74.816,0.456,0.397,123.000,139.000,0.469,500,150,100
8,8,73.820,0.475,0.398,125.000,137.000,0.477,500,150,100
9,8,73.820,0.475,0.549,125.000,137.000,0.477,500,150,100
10,8,73.820,0.475,0.767,125.000,137.000,0.477,500,150,100
11,8,71.017,0.446,0.767,120.000,142.000,0.458,500,150,100
12,8,64.136,0.572,0.768,139.000,123.000,0.531,500,150,100
13,8,64.136,0.572,0.768,139.000,123.000,0.531,500,150,100
14,8,64.136,0.572,0.769,139.000,123.000,0.531,500,150,100
15,8,64.136,0.572,0.770,139.000,123.000,0.531,500,150,100
16,8,64.136,0.572,0.770,139.000,123.000,0.531,500,150,100
17,8,64.136,0.572,0.771,139.000,123.000,0.531,500,150,100
18,8,64.136,0.572,0.771,139.000,123.000,0.531,500,150,100
19,8,64.136,0.572,1.202,139.000,123.000,0.531,500,150,100
20,8,64.136,0.572,1.203,139.000,123.000,0.531,500,150,100
21,8,64.136,0.572,1.203,139.000,123.000,0.531,500,150,100
22,8,64.136,0.572,1.204,139.000,123.000,0.531,500,150,100
23,8,63.599,0.588,1.204,136.000,126.000,0.519,500,150,100
24,8,63.599,0.588,1.205,136.000,126.000,0.519,500,150,100
25,8,63.599,0.588,1.205,136.000,126.000,0.519,500,150,100
26,8,63.599,0.588,1.205,136.000,126.000,0.519,500,150,100
27,8,61.505,0.641,1.206,150.000,112.000,0.573,500,150,100
28,8,61.505,0.641,1.206,150.000,112.000,0.573,500,150,100
29,8,61.505,0.641,1.207,150.000,112.000,0.573,500,150,100
30,8,61.505,0.641,1.207,150.000,112.000,0.573,500,150,100
31,8,61.505,0.641,1.208,150.000,112.000,0.573,500,150,100
32,8,61.505,0.641,1.208,150.000,112.000,0.573,500,150,100
33,8,60.636,0.641,1.209,150.000,112.000,0.573,500,150,100
34,8,59.484,0.657,1.209,157.000,105.000,0.599,500,150,100
35,8,55.773,0.657,1.393,157.000,105.000,0.599,500,150,100
36,8,55.773,0.657,1.394,157.000,105.000,0.599,500,150,100
37,8,55.773,0.657,1.394,157.000,105.000,0.599,500,150,100
38,8,55.773,0.657,1.395,157.000,105.000,0.599,500,150,100
39,8,55.773,0.657,1.395,157.000,105.000,0.599,500,150,100
40,8,55.773,0.657,1.396,157.000,105.000,0.599,500,150,100
41,8,55.710,0.661,1.396,157.000,105.000,0.599,500,150,100
42,8,55.710,0.661,1.397,157.000,105.000,0.599,500,150,100
43,8,55.710,0.661,1.397,157.000,105.000,0.599,500,150,100
44,8,55.710,0.661,1.397,157.000,105.000,0.599,500,150,100
45,8,55.710,0.661,1.398,157.000,105.000,0.599,500,150,100
46,8,55.710,0.661,1.398,157.000,105.000,0.599,500,150,100
47,8,55.710,0.661,1.398,157.000,105.000,0.599,500,150,100
48,8,55.710,0.661,1.399,157.000,105.000,0.599,500,150,100
49,8,55.709,0.661,1.399,157.000,105.000,0.599,500,150,100
50,8,55.709,0.661,1.399,157.000,105.000,0.599,500,150,100
51,8,55.709,0.661,1.400,157.000,105.000,0.599,500,150,100
52,8,55.709,0.661,1.400,157.000,105.000,0.599,500,150,100
53,8,55.646,0.661,1.400,157.000,105.000,0.599,500,150,100
54,8,55.646,0.661,1.580,157.000,105.000,0.599,500,150,100
55,8,55.646,0.661,1.580,157.000,105.000,0.599,500,150,100
56,8,55.646,0.661,1.580,157.000,105.000,0.599,500,150,100
57,8,55.646,0.661,1.581,157.000,105.000,0.599,500,150,100
58,8,55.646,0.661,1.581,157.000,105.000,0.599,500,150,100
59,8,55.646,0.661,1.581,157.000,105.000,0.599,500,150,100
60,8,55.646,0.661,1.582,157.000,105.000,0.599,500,150,100
61,8,55.618,0.661,1.582,157.000,105.000,0.599,500,150,100
62,8,55.618,0.661,1.583,157.000,105.000,0.599,500,150,100
63,8,55.618,0.661,1.583,157.000,105.000,0.599,500,150,100
64,8,55.618,0.661,1.583,157.000,105.000,0.599,500,150,100
65,8,55.618,0.661,1.584,157.000,105.000,0.599,500,150,100
66,8,55.618,0.661,1.584,157.000,105.000,0.599,500,150,100
67,8,55.618,0.661,1.584,157.000,105.000,0.599,500,150,100
68,8,55.618,0.661,1.584,157.000,105.000,0.599,500,150,100
69,8,55.618,0.661,1.585,157.000,105.000,0.599,500,150,100
70,8,55.618,0.661,1.585,157.000,105.000,0.599,500,150,100
71,8,55.275,0.663,1.585,158.000,104.000,0.603,500,150,100
72,8,55.257,0.663,1.586,158.000,104.000,0.603,500,150,100
73,8,55.257,0.663,1.586,158.000,104.000,0.603,500,150,100
74,8,55.255,0.663,1.586,158.000,104.000,0.603,500,150,100
75,8,54.850,0.663,1.587,158.000,104.000,0.603,500,150,100
76,8,54.847,0.663,1.587,159.000,103.000,0.607,500,150,100
77,8,54.847,0.663,1.587,159.000,103.000,0.607,500,150,100
78,8,54.847,0.663,1.588,159.000,103.000,0.607,500,150,100
79,8,54.847,0.663,1.588,159.000,103.000,0.607,500,150,100
80,8,54.847,0.663,1.588,159.000,103.000,0.607,500,150,100
81,8,54.847,0.663,1.589,159.000,103.000,0.607,500,150,100
82,8,54.847,0.663,1.589,159.000,103.000,0.607,500,150,100
83,8,54.826,0.665,1.589,161.000,101.000,0.615,500,150,100
84,8,54.826,0.665,1.590,161.000,101.000,0.615,500,150,100
85,8,54.826,0.665,1.590,161.000,101.000,0.615,500,150,100
86,8,54.826,0.665,1.590,161.000,101.000,0.615,500,150,100
87,8,54.826,0.665,1.591,161.000,101.000,0.615,500,150,100
88,8,54.796,0.665,1.591,161.000,101.000,0.615,500,150,100
89,8,54.711,0.653,1.591,156.000,106.000,0.595,500,150,100
90,8,54.711,0.653,1.592,156.000,106.000,0.595,500,150,100
91,8,54.711,0.653,1.592,156.000,106.000,0.595,500,150,100
92,8,54.708,0.653,1.594,156.000,106.000,0.595,500,150,100
93,8,54.708,0.653,1.594,156.000,106.000,0.595,500,150,100
94,8,54.708,0.653,1.594,156.000,106.000,0.595,500,150,100
95,8,54.708,0.653,1.595,156.000,106.000,0.595,500,150,100
96,8,54.708,0.653,1.595,156.000,106.000,0.595,500,150,100
97,8,54.708,0.653,1.595,156.000,106.000,0.595,500,150,100
98,8,54.708,0.653,1.596,156.000,106.000,0.595,500,150,100
99,8,54.708,0.653,1.596,156.000,106.000,0.595,500,150,100
100,8,54.708,0.653,1.596,156.000,106.000,0.595,500,150,100
1,6,56.442,0.667,0.001,162.000,100.000,0.618,100,25,10
2,6,56.442,0.667,0.003,162.000,100.000,0.618,100,25,10
